question_id,raw_subject,raw_topic,canonical_subject,needs_review,rule
da::13.17.26,Data Structures,Data Structures,Programming and Data Structures,False,same GATE syllabus section
da::13.17.28,Data Structures,Data Structures,Programming and Data Structures,False,same GATE syllabus section
da::13.17.29,Data Structures,Data Structures,Programming and Data Structures,False,same GATE syllabus section
da::13.17.30,Data Structures,Data Structures,Programming and Data Structures,False,same GATE syllabus section
da::13.17.31,Data Structures,Data Structures,Programming and Data Structures,False,same GATE syllabus section
da::13.18.1,Data Structures,Data Structures,Programming and Data Structures,False,same GATE syllabus section
da::13.19.1,Data Structures,Data Structures,Programming and Data Structures,False,same GATE syllabus section
da::13.19.2,Data Structures,Data Structures,Programming and Data Structures,False,same GATE syllabus section
da::13.20.1,Data Structures,Data Structures,Programming and Data Structures,False,same GATE syllabus section
da::13.21.1,Data Structures,Data Structures,Programming and Data Structures,False,same GATE syllabus section
da::13.21.2,Data Structures,Data Structures,Programming and Data Structures,False,same GATE syllabus section
da::13.21.3,Data Structures,Data Structures,Programming and Data Structures,False,same GATE syllabus section
da::13.21.4,Data Structures,Data Structures,Programming and Data Structures,False,same GATE syllabus section
da::13.22.3,Data Structures,Data Structures,Programming and Data Structures,False,same GATE syllabus section
da::13.22.4,Data Structures,Data Structures,Programming and Data Structures,False,same GATE syllabus section
da::13.22.5,Data Structures,Data Structures,Programming and Data Structures,False,same GATE syllabus section
da::13.22.6,Data Structures,Data Structures,Programming and Data Structures,False,same GATE syllabus section
da::13.22.7,Data Structures,Data Structures,Programming and Data Structures,False,same GATE syllabus section
da::13.22.8,Data Structures,Data Structures,Programming and Data Structures,False,same GATE syllabus section
da::13.22.9,Data Structures,Data Structures,Programming and Data Structures,False,same GATE syllabus section
da::13.22.10,Data Structures,Data Structures,Programming and Data Structures,False,same GATE syllabus section
da::13.22.13,Data Structures,Data Structures,Programming and Data Structures,False,same GATE syllabus section
da::13.22.14,Data Structures,Data Structures,Programming and Data Structures,False,same GATE syllabus section
da::13.22.15,Data Structures,Data Structures,Programming and Data Structures,False,same GATE syllabus section
da::13.22.16,Data Structures,Data Structures,Programming and Data Structures,False,same GATE syllabus section
da::13.22.17,Data Structures,Data Structures,Programming and Data Structures,False,same GATE syllabus section
da::13.22.18,Data Structures,Data Structures,Programming and Data Structures,False,same GATE syllabus section
da::13.22.19,Data Structures,Data Structures,Programming and Data Structures,False,same GATE syllabus section
da::13.22.20,Data Structures,Data Structures,Programming and Data Structures,False,same GATE syllabus section
da::13.22.21,Data Structures,Data Structures,Programming and Data Structures,False,same GATE syllabus section
da::13.22.22,Data Structures,Data Structures,Programming and Data Structures,False,same GATE syllabus section
da::13.22.23,Data Structures,Data Structures,Programming and Data Structures,False,same GATE syllabus section
da::13.23.1,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.24.1,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.24.2,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.25.1,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.25.2,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.25.3,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.26.1,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.27.1,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.28.1,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.28.2,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.28.3,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.28.5,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.28.6,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.28.7,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.28.8,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.28.9,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.28.10,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.28.11,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.28.12,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.28.14,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.28.15,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.28.16,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.28.17,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.28.18,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.28.19,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.28.20,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.28.21,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.28.22,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.28.23,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.28.24,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.28.25,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.28.26,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.28.27,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.28.28,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.28.30,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.28.31,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.28.32,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.28.33,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.28.34,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.29.1,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.30.2,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.30.4,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.30.5,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.30.6,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.30.7,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.30.8,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.30.9,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.30.11,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.30.12,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.30.13,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.30.14,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.30.15,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.30.16,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.30.17,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.30.18,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.30.20,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.30.21,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.30.22,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.30.23,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.30.24,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.30.25,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.30.27,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.30.28,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.30.29,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.30.30,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.31.2,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.31.3,Data Structures,Data Structures,Programming and Data Structures,False,same GATE syllabus section
da::13.31.4,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::13.31.5,Programming and Data Structure,Data Structures,Programming and Data Structures,False,case/pluralization dupe
da::14.1.1,Programming and Data Structure,Programming,Programming and Data Structures,False,case/pluralization dupe
da::15.0.1,Programming and Data Structure,Programming,Programming and Data Structures,False,case/pluralization dupe
da::15.0.2,Programming and Data Structure,Programming,Programming and Data Structures,False,case/pluralization dupe
da::15.0.3,Programming and Data Structure,Programming,Programming and Data Structures,False,case/pluralization dupe
da::15.1.1,Programming and Data Structure,Programming,Programming and Data Structures,False,case/pluralization dupe
da::15.2.1,Programming and Data Structure,Programming,Programming and Data Structures,False,case/pluralization dupe
da::15.2.2,Programming and Data Structure,Programming,Programming and Data Structures,False,case/pluralization dupe
em::1.0.1,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.0.6,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::1.0.7,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.0.11,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.0.12,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.0.14,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.0.16,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.0.18,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.0.22,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.1.1,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.2.1,General Aptitude,Numerical Ability,General Aptitude,False,canonical form
em::1.4.1,General Aptitude,Biochemistry,General Aptitude,False,canonical form
em::1.5.1,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.7.2,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.10.2,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.11.1,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.12.2,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.12.3,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.12.6,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.12.7,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.12.8,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.12.10,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.12.12,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.12.13,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.12.14,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.12.15,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.12.17,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.13.1,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.13.2,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.13.3,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.14.6,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.16.3,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.17.1,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.19.4,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.19.7,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.19.8,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.19.9,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.19.10,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.19.16,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.19.18,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.19.21,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.19.29,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.19.30,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.19.33,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.19.36,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.19.41,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.19.43,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.19.45,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.19.46,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.19.47,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.19.48,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.19.52,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.19.54,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.19.57,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.19.58,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.19.61,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.19.63,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.19.64,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.19.65,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.19.66,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.22.1,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.23.1,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.23.2,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.23.3,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.23.6,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.23.8,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.25.2,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.25.3,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.25.4,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.25.6,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.25.9,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.25.10,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.25.11,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.25.13,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.25.14,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.26.1,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.26.4,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.26.6,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.26.7,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.27.2,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.27.3,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.30.7,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.30.8,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.30.9,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.30.10,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.30.19,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.30.20,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.30.21,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.30.27,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.30.30,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.31.1,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.31.3,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.31.7,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.31.10,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.31.11,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.31.12,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.31.13,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.31.14,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.31.17,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.31.19,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.31.21,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.31.29,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.31.33,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.31.34,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.31.35,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.31.37,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.31.38,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.31.40,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.31.41,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.31.42,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.31.43,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.31.44,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.31.45,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.31.49,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.31.51,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.31.52,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.31.54,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.31.56,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::1.31.58,General Aptitude,Analytical Aptitude,General Aptitude,False,canonical form
em::2.0.9,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.0.14,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.0.15,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.0.16,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.0.17,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.0.19,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.4.1,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.7.3,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.12.3,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.16.5,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.16.17,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.29.3,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.29.4,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.29.5,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.30.1,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.31.1,General Aptitude,Geometry,General Aptitude,False,canonical form
em::2.32.3,Mathematics,Vector Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.34.1,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.35.1,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.36.1,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.37.1,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.37.2,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.37.3,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.37.4,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.37.5,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.37.6,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.37.7,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.37.8,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.37.9,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.37.10,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.37.11,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.38.1,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.38.2,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.38.3,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.38.4,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.38.5,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.38.6,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.38.7,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.38.8,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.38.9,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.38.10,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.38.11,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.38.12,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.38.13,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.38.14,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.38.15,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.38.16,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.38.17,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.38.18,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.38.19,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.38.20,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.38.21,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.38.22,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.38.23,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.38.24,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.38.25,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.38.28,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.38.29,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.39.1,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.39.2,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.39.3,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.39.5,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.40.1,Mathematics,Linear Algebra,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
em::2.41.1,Mathematics,Calculus,Engineering Mathematics,True,fallback for non-discrete-math topics; see TOPIC_OVERRIDES for the Discrete-Math split
